"V1","V2","V3","V4"
0.25,0.25,0.25,0.25
0.991452632820973,0.00284912239300883,0.00284912239300883,0.00284912239300883
0.99384139015545,0.0020528699481833,0.0020528699481833,0.0020528699481833
0.994880207005157,0.0017065976649476,0.0017065976649476,0.0017065976649476
0.995484904870504,0.00150503170983208,0.00150503170983208,0.00150503170983208
0.995885814215275,0.0013713952615751,0.0013713952615751,0.0013713952615751
0.996171636997471,0.00127612100084317,0.00127612100084317,0.00127612100084317
0.996384659174853,0.00120511360838241,0.00120511360838241,0.00120511360838241
0.996547856959146,0.00115071434695142,0.00115071434695142,0.00115071434695142
0.996674862799647,0.00110837906678445,0.00110837906678445,0.00110837906678445
0.996774279605359,0.00107524013154693,0.00107524013154693,0.00107524013154693
0.996851774489684,0.00104940850343863,0.00104940850343863,0.00104940850343863
0.996911183670397,0.0010296054432009,0.0010296054432009,0.0010296054432009
0.996955132670614,0.00101495577646209,0.00101495577646209,0.00101495577646209
0.996985399511008,0.00100486682966419,0.00100486682966419,0.00100486682966419
0.997003131619322,0.000998956126892774,0.000998956126892774,0.000998956126892774
0.997008973080758,0.000997008973080758,0.000997008973080758,0.000997008973080758
0.997003131619322,0.000998956126892774,0.000998956126892774,0.000998956126892774
0.996985399511008,0.00100486682966419,0.00100486682966419,0.00100486682966419
0.996955132670614,0.00101495577646209,0.00101495577646209,0.00101495577646209
0.996911183670397,0.0010296054432009,0.0010296054432009,0.0010296054432009
0.996851774489684,0.00104940850343863,0.00104940850343863,0.00104940850343863
0.996774279605359,0.00107524013154693,0.00107524013154693,0.00107524013154693
0.996674862799647,0.00110837906678445,0.00110837906678445,0.00110837906678445
0.996547856959146,0.00115071434695142,0.00115071434695142,0.00115071434695142
0.996384659174853,0.00120511360838241,0.00120511360838241,0.00120511360838241
0.690445630483435,0.307785412970771,0.000884478272896815,0.000884478272896815
0.599010151960426,0.399340101306951,0.000824873366311788,0.000824873366311788
0.530679034485669,0.46771634294148,0.000802311286425685,0.000802311286425685
0.46771634294148,0.530679034485669,0.000802311286425685,0.000802311286425685
0.399340101306951,0.599010151960426,0.000824873366311788,0.000824873366311788
0.307785412970771,0.690445630483435,0.000884478272896815,0.000884478272896815
0.00120511360838241,0.996384659174853,0.00120511360838241,0.00120511360838241
0.00115071434695142,0.996547856959146,0.00115071434695142,0.00115071434695142
0.00110837906678445,0.996674862799647,0.00110837906678445,0.00110837906678445
0.00107524013154693,0.996774279605359,0.00107524013154693,0.00107524013154693
0.00104940850343863,0.996851774489684,0.00104940850343863,0.00104940850343863
0.0010296054432009,0.996911183670397,0.0010296054432009,0.0010296054432009
0.00101495577646209,0.996955132670614,0.00101495577646209,0.00101495577646209
0.00100486682966419,0.996985399511008,0.00100486682966419,0.00100486682966419
0.000998956126892774,0.997003131619322,0.000998956126892774,0.000998956126892774
0.000997008973080758,0.997008973080758,0.000997008973080758,0.000997008973080758
0.000998956126892774,0.997003131619322,0.000998956126892774,0.000998956126892774
0.00100486682966419,0.996985399511008,0.00100486682966419,0.00100486682966419
0.00101495577646209,0.996955132670614,0.00101495577646209,0.00101495577646209
0.0010296054432009,0.996911183670397,0.0010296054432009,0.0010296054432009
0.00104940850343863,0.996851774489684,0.00104940850343863,0.00104940850343863
0.00107524013154693,0.996774279605359,0.00107524013154693,0.00107524013154693
0.00110837906678445,0.996674862799647,0.00110837906678445,0.00110837906678445
0.00115071434695142,0.996547856959146,0.00115071434695142,0.00115071434695142
0.00120511360838241,0.996384659174853,0.00120511360838241,0.00120511360838241
0.000884478272896815,0.690445630483435,0.307785412970771,0.000884478272896815
0.000824873366311788,0.599010151960426,0.399340101306951,0.000824873366311788
0.000802311286425685,0.530679034485669,0.46771634294148,0.000802311286425685
0.000802311286425685,0.46771634294148,0.530679034485669,0.000802311286425685
0.000824873366311788,0.399340101306951,0.599010151960426,0.000824873366311788
0.000884478272896815,0.307785412970771,0.690445630483435,0.000884478272896815
0.00120511360838241,0.00120511360838241,0.996384659174853,0.00120511360838241
0.00115071434695142,0.00115071434695142,0.996547856959146,0.00115071434695142
0.00110837906678445,0.00110837906678445,0.996674862799647,0.00110837906678445
0.00107524013154693,0.00107524013154693,0.996774279605359,0.00107524013154693
0.00104940850343863,0.00104940850343863,0.996851774489684,0.00104940850343863
0.0010296054432009,0.0010296054432009,0.996911183670397,0.0010296054432009
0.00101495577646209,0.00101495577646209,0.996955132670614,0.00101495577646209
0.00100486682966419,0.00100486682966419,0.996985399511008,0.00100486682966419
0.000998956126892774,0.000998956126892774,0.997003131619322,0.000998956126892774
0.000997008973080758,0.000997008973080758,0.997008973080758,0.000997008973080758
0.000998956126892774,0.000998956126892774,0.997003131619322,0.000998956126892774
0.00100486682966419,0.00100486682966419,0.996985399511008,0.00100486682966419
0.00101495577646209,0.00101495577646209,0.996955132670614,0.00101495577646209
0.0010296054432009,0.0010296054432009,0.996911183670397,0.0010296054432009
0.00104940850343863,0.00104940850343863,0.996851774489684,0.00104940850343863
0.00107524013154693,0.00107524013154693,0.996774279605359,0.00107524013154693
0.00110837906678445,0.00110837906678445,0.996674862799647,0.00110837906678445
0.00115071434695142,0.00115071434695142,0.996547856959146,0.00115071434695142
0.00120511360838241,0.00120511360838241,0.996384659174853,0.00120511360838241
0.000884478272896815,0.000884478272896815,0.690445630483435,0.307785412970771
0.000824873366311788,0.000824873366311788,0.599010151960426,0.399340101306951
0.000802311286425685,0.000802311286425685,0.530679034485669,0.46771634294148
0.000802311286425685,0.000802311286425685,0.46771634294148,0.530679034485669
0.000824873366311788,0.000824873366311788,0.399340101306951,0.599010151960426
0.000884478272896815,0.000884478272896815,0.307785412970771,0.690445630483435
0.00120511360838241,0.00120511360838241,0.00120511360838241,0.996384659174853
0.00115071434695142,0.00115071434695142,0.00115071434695142,0.996547856959146
0.00110837906678445,0.00110837906678445,0.00110837906678445,0.996674862799647
